source	creator	date	title	identifier	publisher
http://obvil.github.io/critique2000/tei/bpt6k1024z.xml	Hauvette, Henri (1865-1935)	1922	Études sur la Divine Comédie : la composition du poème et son rayonnement / Henri Hauvette	http://gallica.bnf.fr/ark:/12148/bpt6k1024z	E. Champion (Paris)
http://obvil.github.io/critique2000/tei/bpt6k10258.xml	Hauvette, Henri (1865-1935)	1927	L'Arioste et la poésie chevaleresque à Ferrare au début du XVIe siècle (2e éd.) / par Henri Hauvette	http://gallica.bnf.fr/ark:/12148/bpt6k10258	E. Champion (Paris)
http://obvil.github.io/critique2000/tei/bpt6k104037z.xml	Chasles, Philarète (1798-1873)	1876	Voyages d'un critique à travers la vie et les livres : l'Angleterre littéraire	http://gallica.bnf.fr/ark:/12148/bpt6k104037z	Charpentier (Paris)
http://obvil.github.io/critique2000/tei/bpt6k104046x.xml	Meyer, Arthur (1844-1924)	1912	Ce que je peux dire ; La dame aux violettes ; Salons d'hier et d'aujourd'hui ; La comtesse de Loynes ; Vers la mort / Arthur Meyer	http://gallica.bnf.fr/ark:/12148/bpt6k104046x	Plon-Nourrit (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1067513.xml	Barbier, Auguste (1805-1882)	1883	Oeuvres posthumes de Auguste Barbier,.... T. 3 / rev. et mises en ordre par MM. A. Lacaussade et E. Grenier	http://gallica.bnf.fr/ark:/12148/bpt6k1067513	E. Dentu (Paris)
http://obvil.github.io/critique2000/tei/bpt6k106752g.xml	Barbier, Auguste (1805-1882)	1883	Oeuvres posthumes de Auguste Barbier,.... T. 4 / rev. et mises en ordre par MM. A. Lacaussade et E. Grenier	http://gallica.bnf.fr/ark:/12148/bpt6k106752g	E. Dentu (Paris)
http://obvil.github.io/critique2000/tei/bpt6k107046r.xml	Hippeau, Célestin (1803-1883)	1866	L'Italie en 1865 : souvenir d'une mission à Florence, à l'occasion du 600e anniversaire de Dante / par C. Hippeau	http://gallica.bnf.fr/ark:/12148/bpt6k107046r	F. Le Blanc-Hardel (Caen)
http://obvil.github.io/critique2000/tei/bpt6k107088w.xml	Vogüé, Eugène-Melchior de (1848-1910)	1898	Histoire et poésie : au Mont-Cassin, à Ravenne, Catherine Sforza, le cardinal d'Ossat, le Moyen-âge, Jean-Jacques Rousseau, Robinson Crusoé, Gabriel d'Annunzio / Vte E.-M. de Vogüé,...	http://gallica.bnf.fr/ark:/12148/bpt6k107088w	A. Colin (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1077356.xml	Coutance, Amédée-Guillaume-Auguste (1824-1895)	1882	La Fontaine et la philosophie naturelle / par A. Coutance,...	http://gallica.bnf.fr/ark:/12148/bpt6k1077356	C. Reinwald (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1078679.xml	Babou, Hippolyte (1823-1878)	1857	La vérité sur le cas de M. Champfleury / Hippolyte Babou	http://gallica.bnf.fr/ark:/12148/bpt6k1078679	Poulet-Malassis et de Broise (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1078692.xml	Baju, Anatole (1861-1903)	1887	L'école décadente / Anatole Baju	http://gallica.bnf.fr/ark:/12148/bpt6k1078692	L. Vanier (Paris)
http://obvil.github.io/critique2000/tei/bpt6k107902n.xml	Levallois, Jules (1829-1903)	1895	Mémoires d'un critique : milieu de siècle / par Jules Levallois	http://gallica.bnf.fr/ark:/12148/bpt6k107902n	Librairie illustrée (Paris)
http://obvil.github.io/critique2000/tei/bpt6k107917w.xml	Racot, Adolphe (1840-1887)	1887	Portraits d'aujourd'hui / Adolphe Racot	http://gallica.bnf.fr/ark:/12148/bpt6k107917w	Librairie illustrée (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1079188.xml	Racot, Adolphe (1840-1887)	1887	Portraits d'hier / Adolphe Racot	http://gallica.bnf.fr/ark:/12148/bpt6k1079188	librairie illustrée (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1080071.xml	Grimm, Friedrich Melchior (1723-1807)	1753	Le petit prophète de Boehmischbroda. Le correcteur des bouffons. La guerre de l'Opéra	http://gallica.bnf.fr/ark:/12148/bpt6k1080071	[s.n.]
http://obvil.github.io/critique2000/tei/bpt6k1081182.xml	Bloy, Léon (1846-1917)	1905	Belluaires et porchers / Léon Bloy	http://gallica.bnf.fr/ark:/12148/bpt6k1081182	P.-V. Stock (Paris)
http://obvil.github.io/critique2000/tei/bpt6k108144k.xml	Chabanon, Michel Paul Guy de (1730-1792)	1764	Sur le sort de la poésie en ce siècle philosophe / par M. Chabanon,...	http://gallica.bnf.fr/ark:/12148/bpt6k108144k	impr. de Sébastien Jorry (A Paris)
http://obvil.github.io/critique2000/tei/bpt6k108145z.xml	Chabanon, Michel Paul Guy de (1730-1792)	1773	Vie du Dante : avec une notice détaillée de ses ouvrages / par M. de Chabanon,...	http://gallica.bnf.fr/ark:/12148/bpt6k108145z	chez Lacombe (A Amsterdam)
http://obvil.github.io/critique2000/tei/bpt6k108193x.xml	Merlant, Joachim (1875-1919)	1905	Le roman personnel de Rousseau à Fromentin / Joachim Merlant,...	http://gallica.bnf.fr/ark:/12148/bpt6k108193x	Hachette (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1081949.xml	Merlant, Joachim (1875-1919)	1907	Sénancour : (1770-1846) : poète, penseur religieux et publiciste : sa vie, son oeuvre, son influence : documents inconnus ou inédits / Joachim Merlant	http://gallica.bnf.fr/ark:/12148/bpt6k1081949	Fischbacher (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1084782.xml	Desnoiresterres, Gustave Le Brisoys (1817-1892)	1877	Grimod de La Reynière et son groupe : d'après des documents entièrement inédits / par Gustave Desnoiresterres	http://gallica.bnf.fr/ark:/12148/bpt6k1084782	Didier (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1087780.xml	Jullien, Adolphe (1845-1932)	1896	Musique : mélanges d'histoire et de critique musicale et dramatique / Adolphe Jullien	http://gallica.bnf.fr/ark:/12148/bpt6k1087780	Librairie de l'art (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1087856.xml	La Porte, Joseph de (1714-1779)	1776	Dictionnaire dramatique, contenant l'histoire des théâtres, les règles du genre dramatique, les observations des maîtres les plus célèbres et des réflexions nouvelles sur les spectacles.... T. 1 / [par l'abbé Jos. de La Porte et S.-R.-N. Chamfort]	http://gallica.bnf.fr/ark:/12148/bpt6k1087856	Lacombe (Paris)
http://obvil.github.io/critique2000/tei/bpt6k108786k.xml	La Porte, Joseph de (1714-1779)	1776	Dictionnaire dramatique, contenant l'histoire des théâtres, les règles du genre dramatique, les observations des maîtres les plus célèbres et des réflexions nouvelles sur les spectacles.... T. 2 / [par l'abbé Jos. de La Porte et S.-R.-N. Chamfort]	http://gallica.bnf.fr/ark:/12148/bpt6k108786k	Lacombe (Paris)
http://obvil.github.io/critique2000/tei/bpt6k108787z.xml	La Porte, Joseph de (1714-1779)	1776	Dictionnaire dramatique, contenant l'histoire des théâtres, les règles du genre dramatique, les observations des maîtres les plus célèbres et des réflexions nouvelles sur les spectacles.... T. 3 / [par l'abbé Jos. de La Porte et S.-R.-N. Chamfort]	http://gallica.bnf.fr/ark:/12148/bpt6k108787z	Lacombe (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1088577.xml	Vacquerie, Auguste (1819-1895)	1872	Mes premières années de Paris / Auguste Vacquerie	http://gallica.bnf.fr/ark:/12148/bpt6k1088577	Michel Lévy frères (Paris)
http://obvil.github.io/critique2000/tei/bpt6k109079g.xml	Biré, Edmond (1829-1907)	1890	Causeries littéraires / Edmond Biré	http://gallica.bnf.fr/ark:/12148/bpt6k109079g	Vitte et Perrussel (Lyon)
http://obvil.github.io/critique2000/tei/bpt6k109080d.xml	Biré, Edmond (1829-1907)	1927	Dernières causeries historiques et littéraires (4e éd.) / Edmond Biré	http://gallica.bnf.fr/ark:/12148/bpt6k109080d	E. Vitte (Lyon)
http://obvil.github.io/critique2000/tei/bpt6k109260b.xml	Silvestre, Armand (1837-1901)	1891	Portraits et souvenirs, 1886-1891 / Armand Silvestre	http://gallica.bnf.fr/ark:/12148/bpt6k109260b	Charpentier (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1092623.xml	Spoelberch de Lovenjoul, Charles de (1836-1907)	1894	Les lundis d'un chercheur (2e éd.) / Vicomte de Spoelberch de Lovenjoul	http://gallica.bnf.fr/ark:/12148/bpt6k1092623	Calmann Lévy (Paris)
http://obvil.github.io/critique2000/tei/bpt6k109264v.xml	Spoelberch de Lovenjoul, Charles de (1836-1907)	1897	La véritable histoire de “Elle et lui” : notes et documents (2e éd.) / Vicomte de Spoelberch de Lovenjoul	http://gallica.bnf.fr/ark:/12148/bpt6k109264v	Calmann Lévy (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1092657.xml	Suard, Jean-Baptiste-Antoine (1732-1817)	1858	Mémoires et correspondances historiques et littéraires inédits (1726 à 1816) / publ. par Charles Nisard	http://gallica.bnf.fr/ark:/12148/bpt6k1092657	Michel Lévy frères (Paris)
http://obvil.github.io/critique2000/tei/bpt6k111086q.xml	Grucker, Emile (1828-1904)	1883	Histoire des doctrines littéraires et esthétiques en Allemagne. Opitz, Leibniz, Gottsched. Les Suisses / par Émile Grucker,...	http://gallica.bnf.fr/ark:/12148/bpt6k111086q	Berger-Levrault et Cie (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1110873.xml	Grucker, Emile (1828-1904)	1883	Histoire des doctrines littéraires et esthétiques en Allemagne. Lessing / par Émile Grucker,...	http://gallica.bnf.fr/ark:/12148/bpt6k1110873	Berger-Levrault et Cie (Paris)
http://obvil.github.io/critique2000/tei/bpt6k111114v.xml	Rigal, Eugène (1856-1920)	1889	Alexandre Hardy et le théâtre français à la fin du XVIe et au commencement du XVIIe siècle / par Eugène Rigal,...	http://gallica.bnf.fr/ark:/12148/bpt6k111114v	Hachette (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1112493.xml	Audebrand, Philibert (1815-1906)	1893	Mémoires d'un passant / par Philibert Audebrand	http://gallica.bnf.fr/ark:/12148/bpt6k1112493	Calmann Lévy (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1113078.xml	Constant, Benjamin (1767-1830)	1829	Mélanges de littérature et de politique , par M. Benjamin Constant	http://gallica.bnf.fr/ark:/12148/bpt6k1113078	Pichon et Didier (Paris)
http://obvil.github.io/critique2000/tei/bpt6k111809k.xml	Rigal, Eugène (1856-1920)	1887	Esquisse d'une histoire des théâtres de Paris, de 1548 à 1635 : Hôtel de Bourgogne et Marais / par Eugène Rigal,...	http://gallica.bnf.fr/ark:/12148/bpt6k111809k	A. Dupret (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113048n.xml	Audebrand, Philibert (1815-1906)	1892	Petits mémoires du XIXe siècle / Philibert Audebrand	http://gallica.bnf.fr/ark:/12148/bpt6k113048n	C. Lévy (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113087n.xml	Deschanel, Émile (1819-1904)	1857	Histoire de la conversation / par Émile Deschanel	http://gallica.bnf.fr/ark:/12148/bpt6k113087n	Michel Lévy frères (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113098c.xml	Huret, Jules (1863-1915)	1899	Sarah Bernhardt / par Jules Huret ; préface de Edmond Rostand	http://gallica.bnf.fr/ark:/12148/bpt6k113098c	F. Juven (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113105f.xml	Lintilhac, Eugène (1854-1920)	1895	Les félibres : à travers leur monde et leur poésie / Eugène Lintilhac	http://gallica.bnf.fr/ark:/12148/bpt6k113105f	A. Lemerre (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113106t.xml	Macrobe, Ambroise	1883	La flore pornographique : glossaire de l'Ecole naturaliste, extrait des oeuvres de M. Émile Zola et de ses disciples / Ambroise Macrobe ; illustrations par Paul Lisson	http://gallica.bnf.fr/ark:/12148/bpt6k113106t	Doublelzévir (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1131118.xml	Pavie, Théodore (1811-1896)	1887	Victor Pavie / sa jeunesse, ses relations littéraires	http://gallica.bnf.fr/ark:/12148/bpt6k1131118	impr. de P. Lachèse et Dolbeau (Angers)
http://obvil.github.io/critique2000/tei/bpt6k113118x.xml	Rebell, Hugues (1867-1905)	1901	Trois artistes étrangers : Robert Sherard, Sattler, Félicien Rops / Hugues Rebell	http://gallica.bnf.fr/ark:/12148/bpt6k113118x	Tricon (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113241m.xml	Gaudin, Paul (secrétaire de l'Académie de La Rochelle)	1870	Du rondeau, du triolet, du sonnet / par Paul Gaudin	http://gallica.bnf.fr/ark:/12148/bpt6k113241m	J. Lemer (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113250k.xml	Nodier, Charles (1780-1844)	1832	Oeuvres de Charles Nodier. T. 5	http://gallica.bnf.fr/ark:/12148/bpt6k113250k	E. Renduel (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1132708.xml	Wyzewa, Théodore de (1862-1917)	1896	Écrivains étrangers.... T. 2 / Teodor de Wyzewa	http://gallica.bnf.fr/ark:/12148/bpt6k1132708	Perrin (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113271n.xml	Wyzewa, Théodore de (1862-1917)	1896	Écrivains étrangers.... T. 3 / Teodor de Wyzewa	http://gallica.bnf.fr/ark:/12148/bpt6k113271n	Perrin (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1132721.xml	Wyzewa, Théodore de (1862-1917)	1896	Écrivains étrangers.... T. 1 / Teodor de Wyzewa	http://gallica.bnf.fr/ark:/12148/bpt6k1132721	Perrin (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1133086.xml	Banville, Théodore de (1823-1891)	1890	L'âme de Paris : nouveaux souvenirs / Théodore de Banville	http://gallica.bnf.fr/ark:/12148/bpt6k1133086	G. Charpentier (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113363c.xml	Richepin, Jean (1849-1926)	1920	L'âme américaine à travers quelques-uns de ses interprètes : douze conférences, 1918-1919 / Jean Richepin,...	http://gallica.bnf.fr/ark:/12148/bpt6k113363c	E. Flammarion (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1133654.xml	Richepin, Jean (1849-1926)	1872	Les étapes d'un réfractaire : Jules Vallès / par Jean Richepin ; avec une eau-forte par André Gill	http://gallica.bnf.fr/ark:/12148/bpt6k1133654	A. Lacroix, Verboeckhoven (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113375g.xml	Ampère, Jean-Jacques (1800-1864)	1848	Ballanche / par J.-J. Ampère,...	http://gallica.bnf.fr/ark:/12148/bpt6k113375g	A. René (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113409w.xml	Schlegel, Friedrich von (1772-1829)	1829	Histoire de la littérature ancienne et moderne. T1 / , par F. Schlegel, traduite de l'allemand, sur la dernière édition, par William Duckett...	http://gallica.bnf.fr/ark:/12148/bpt6k113409w	T. Ballimore (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113525c.xml	Schlegel, Friedrich von (1772-1829)	1829	Histoire de la littérature ancienne et moderne. T2 / , par F. Schlegel, traduite de l'allemand, sur la dernière édition, par William Duckett...	http://gallica.bnf.fr/ark:/12148/bpt6k113525c	T. Ballimore (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113893z.xml	Baudelaire, Charles (1821-1867)	1859	Théophile Gautier / par Charles Baudelaire ; notice littéraire précédée d'une lettre de Victor Hugo	http://gallica.bnf.fr/ark:/12148/bpt6k113893z	Poulet-Malassis et de Broise (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113901d.xml	Bloy, Léon (1846-1917)	1925	Propos d'un entrepreneur de démolitions (Edition nouvelle) / Léon Bloy	http://gallica.bnf.fr/ark:/12148/bpt6k113901d	Stock (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113904j.xml	Bourget, Paul (1852-1935)	1922	Nouvelles pages de critique et de doctrine. T. 1 / Paul Bourget,...	http://gallica.bnf.fr/ark:/12148/bpt6k113904j	Plon-Nourrit (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113905x.xml	Bourget, Paul (1852-1935)	1922	Nouvelles pages de critique et de doctrine. T. 2 / Paul Bourget,...	http://gallica.bnf.fr/ark:/12148/bpt6k113905x	Plon-Nourrit (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1139069.xml	Brisson, Adolphe (1860-1925)	1894	Portraits intimes. 1e série / Adolphe Brisson	http://gallica.bnf.fr/ark:/12148/bpt6k1139069	A. Colin (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113907p.xml	Brisson, Adolphe (1860-1925)	1894	Portraits intimes. 2e série / Adolphe Brisson	http://gallica.bnf.fr/ark:/12148/bpt6k113907p	A. Colin (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1139082.xml	Brisson, Adolphe (1860-1925)	1894	Portraits intimes. 3e série / Adolphe Brisson	http://gallica.bnf.fr/ark:/12148/bpt6k1139082	A. Colin (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113909f.xml	Brisson, Adolphe (1860-1925)	1894	Portraits intimes. 4e série / Adolphe Brisson	http://gallica.bnf.fr/ark:/12148/bpt6k113909f	A. Colin (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113910c.xml	Brisson, Adolphe (1860-1925)	1894	Portraits intimes. 5e série / Adolphe Brisson	http://gallica.bnf.fr/ark:/12148/bpt6k113910c	A. Colin (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113922g.xml	Chasles, Philarète (1798-1873)	1869	Voyages d'un critique à travers la vie et les livres : Italie et Espagne (2e édition) / par Philarète Chasles,...	http://gallica.bnf.fr/ark:/12148/bpt6k113922g	Didier (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113925m.xml	Clerget, Fernand (1865-1931)	1912	Villiers de l'Isle-Adam : 32 portraits et documents / Fernand Clerget	http://gallica.bnf.fr/ark:/12148/bpt6k113925m	L. Michaud (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113931f.xml	Deschanel, Émile (1819-1904)	1888	Pascal, La Rochefoucauld, Bossuet / par Emile Deschanel	http://gallica.bnf.fr/ark:/12148/bpt6k113931f	Calmann Lévy (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113932t.xml	Deschanel, Émile (1819-1904)	1888	Boileau, Charles Perrault / par Emile Deschanel,...	http://gallica.bnf.fr/ark:/12148/bpt6k113932t	Calmann Lévy (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113939g.xml	Dupuy, Ernest (1849-1918)	1910	Alfred de Vigny : ses amitiés, son rôle littéraire. Les amitiés / Ernest Dupuy	http://gallica.bnf.fr/ark:/12148/bpt6k113939g	Société française d'imprimerie et de librairie (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113940d.xml	Dupuy, Ernest (1849-1918)	1910	Alfred de Vigny : ses amitiés, son rôle littéraire. Le rôle littéraire / Ernest Dupuy	http://gallica.bnf.fr/ark:/12148/bpt6k113940d	Société française d'imprimerie et de librairie (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113948f.xml	Gille, Philippe (1831-1901)	1889	La bataille littéraire. 1e sér. 1875-1878 / Philippe Gille	http://gallica.bnf.fr/ark:/12148/bpt6k113948f	Victor-Havard (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113949t.xml	Gille, Philippe (1831-1901)	1889	La bataille littéraire. 3e sér. 1883-1886 / Philippe Gille	http://gallica.bnf.fr/ark:/12148/bpt6k113949t	Victor-Havard (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113950r.xml	Gille, Philippe (1831-1901)	1889	La bataille littéraire. 4e sér. 1887-1888 / Philippe Gille	http://gallica.bnf.fr/ark:/12148/bpt6k113950r	Victor-Havard (Paris)
http://obvil.github.io/critique2000/tei/bpt6k113996d.xml	Rzewuski, Stanislas (1864-1913)	1888	Études littéraires : Henry Becque, Paul Bourget, Gabriel Séailles, Guy de Maupassant / Cte Stanislas Rzewusk	http://gallica.bnf.fr/ark:/12148/bpt6k113996d	Librairie de la “Revue indépendante” (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1139985.xml	Sainean, Lazare (1859-1934)	1927	Problèmes littéraires du seizième siècle : “Le cinquième livre”, “Le moyen de parvenir”, “Les joyeux devis” / L. Sainéan	http://gallica.bnf.fr/ark:/12148/bpt6k1139985	E. de Boccard (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114060k.xml	Ballanche, Pierre-Simon (1776-1847 ; imprimeur-libraire)	1801	Du sentiment considéré dans ses rapports avec la littérature et les arts , par P. S. Ballanche fils	http://gallica.bnf.fr/ark:/12148/bpt6k114060k	Ballanche et Barret (Lyon)
http://obvil.github.io/critique2000/tei/bpt6k1140690.xml	Barbey d'Aurevilly, Jules (1808-1889)	1888	Le théâtre contemporain. Tome 1 / J. Barbey d'Aurevilly	http://gallica.bnf.fr/ark:/12148/bpt6k1140690	Quantin (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1140719.xml	Barbey d'Aurevilly, Jules (1808-1889)	1888	Le théâtre contemporain. Tome 3 / J. Barbey d'Aurevilly	http://gallica.bnf.fr/ark:/12148/bpt6k1140719	Quantin (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114075t.xml	Barbey d'Aurevilly, Jules (1808-1889)	1860	XIXe siècle. Les oeuvres et les hommes. T. 7 / par J. Barbey d'Aurevilly	http://gallica.bnf.fr/ark:/12148/bpt6k114075t	Amyot (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114079b.xml	Barbey d'Aurevilly, Jules (1808-1889)	1860	XIXe siècle. Les oeuvres et les hommes. T. 14 / par J. Barbey d'Aurevilly	http://gallica.bnf.fr/ark:/12148/bpt6k114079b	Amyot (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1140808.xml	Barbey d'Aurevilly, Jules (1808-1889)	1860	XIXe siècle. Les oeuvres et les hommes. T. 16 / par J. Barbey d'Aurevilly	http://gallica.bnf.fr/ark:/12148/bpt6k1140808	Amyot (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114084s.xml	Barbey d'Aurevilly, Jules (1808-1889)	1883	Les ridicules du temps / J. Barbey d'Aurevilly	http://gallica.bnf.fr/ark:/12148/bpt6k114084s	E. Rouveyre et G. Blond (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114087x.xml	Bataille, Henry (1872-1922)	1917	Ecrits sur le théâtre / Henry Bataille	http://gallica.bnf.fr/ark:/12148/bpt6k114087x	G. Crès (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1140910.xml	Beaunier, André (1869-1925)	1918	La jeunesse de Joseph Joubert / André Beaunier	http://gallica.bnf.fr/ark:/12148/bpt6k1140910	Perrin (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114093r.xml	Beaunier, André (1869-1925)	1924	Le roman d'une amitié : Joseph Joubert et Pauline de Beaumont (3e éd.) / André Beaunier	http://gallica.bnf.fr/ark:/12148/bpt6k114093r	Perrin (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114098n.xml	Bossert, Adolphe (1832-1922)	1928	Schopenhauer et ses disciples : d'après ses conversations et sa correspondance / A. Bossert	http://gallica.bnf.fr/ark:/12148/bpt6k114098n	Hachette (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114100t.xml	Bouchaud, Pierre de (1862-1925)	1906	La poétique française : le présent et l'avenir / Pierre de Bouchaud	http://gallica.bnf.fr/ark:/12148/bpt6k114100t	E. Sansot (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1141152.xml	Cherbuliez, Victor (1829-1899)	1911	L'idéal romanesque en France, de 1610 à 1816 / Victor Cherbuliez,...	http://gallica.bnf.fr/ark:/12148/bpt6k1141152	Hachette (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114125d.xml	Doudan, Ximenès (1800-1872)	1881	Pensées et fragments ; suivis des Révolutions du goût / X. Doudan	http://gallica.bnf.fr/ark:/12148/bpt6k114125d	Calmann Lévy (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114232x.xml	Lanson, Gustave (1857-1934)	1932	Montesquieu / par Gustave Lanson	http://gallica.bnf.fr/ark:/12148/bpt6k114232x	F. Alcan (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114313x.xml	Scherer, Edmond (1815-1889)	1863	Études critiques sur la littérature contemporaine. T. 8 / par Edmond Scherer	http://gallica.bnf.fr/ark:/12148/bpt6k114313x	Michel-Lévy frères (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114343z.xml	Surville, Laure (1800-1871)	1858	Balzac : sa vie et ses oeuvres, d'après sa correspondance / Mme L. Surville (née de Balzac)	http://gallica.bnf.fr/ark:/12148/bpt6k114343z	Librairie nouvelle (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1143586.xml	Villers, Charles de (1765-1815)	1877	Lettre sur le roman intitulé “Justine, ou les Malheurs de la vertu” / par Charles Villers,... ; [introduction d'Auguste Poulet-Malassis]	http://gallica.bnf.fr/ark:/12148/bpt6k1143586	J. Baur (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1145125.xml	Caillé, Dominique	1906	Un romantique de la première heure, Evariste Boulay-Paty, son journal intime et sa correspondance, 1829-1831 / par Dominique Caillé. suivi d'une étude sur Carrier à Nantes et de dix lettres de Fouché,...	http://gallica.bnf.fr/ark:/12148/bpt6k1145125	G. Ficker (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114780f.xml	Champfleury (1821-1889)	1859	Oeuvres nouvelles de Champfleury. Les amis de la nature / avec un frontispice d'après un dessin de Gustave Courbet ; et précédés d'une caractéristique des oeuvres de l'auteur par Edmond Duranty	http://gallica.bnf.fr/ark:/12148/bpt6k114780f	Poulet-Malassis et de Broise (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1147996.xml	Clouard, Maurice (1857-19..)	1891	L'Oeuvre de Champfleury / dressée, d'après ses propres notes, et complétée par M. Maurice Clouard	http://gallica.bnf.fr/ark:/12148/bpt6k1147996	L. Sapin (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114846n.xml	Desportes, Henri (1865-19..)	1893	Ernest Renan : sa vie et son œuvre / H. Desportes et F. Bournand ; préface par J. de Biez	http://gallica.bnf.fr/ark:/12148/bpt6k114846n	Tolra (Paris)
http://obvil.github.io/critique2000/tei/bpt6k114865z.xml	Du Méril, Édélestand (1801-1871)	1841	Essai philosophique sur le principe et les formes de la versification / par M. Édélestand Du Méril	http://gallica.bnf.fr/ark:/12148/bpt6k114865z	Brockhaus et Avenarius (Paris)
http://obvil.github.io/critique2000/tei/bpt6k115695n.xml	Caraccioli, Louis-Antoine de (1719-1803)	1776	L'Europe françoise , par l'auteur de “la Gaieté”	http://gallica.bnf.fr/ark:/12148/bpt6k115695n	Vve Duchesne (Turin)
http://obvil.github.io/critique2000/tei/bpt6k116010d.xml	Morel-Fatio, Alfred (1850-1924)	1923	La “Comedia” espagnole du XVIIe siècle : cours de langues et littératures de l'Europe méridionale au Collège de France, leçon d'ouverture / par Alfred Morel-Fatio	http://gallica.bnf.fr/ark:/12148/bpt6k116010d	H. Champion (Paris)
http://obvil.github.io/critique2000/tei/bpt6k1165m.xml	Villey, Pierre	1967	Les grands écrivains de la Renaissance : évolution des oeuvres et inventions des formes littéraires. Tome 1, Marot et Rabelais / avec une table chronologique des oeuvres de Marot par Pierre Villey,...	http://gallica.bnf.fr/ark:/12148/bpt6k1165m	Champion (Paris)
http://obvil.github.io/critique2000/tei/bpt6k116986w.xml	Bazalgette, Léon (1873-1928)	1904	Camille Lemonnier : biographie précédée d'un portrait-frontispice, illustrée de divers portraits, de dessins et d'un autographe, suivie d'opinions, de documents et d'une bibliographie / par Léon Bazalgette ; ornements typographiques d'Orazi	http://gallica.bnf.fr/ark:/12148/bpt6k116986w	Sansot (Paris)
